Food_Name,Overview,Type,Irritable_Bowel_Syndrome​_Score,Irritable_Bowel_Syndrome​_Reason,Obesity_Score,Obesity_Reason,Source,Diabetes_Score,Diabetes_Reason,Carbohydrate_content,Source,Hyperlipidimia_Score,Hyperlipidemia_Reason,Source,Hypertension_Score,Hypertension_Reason,Healthy,Think_Well_Score,Think_Well_Reason_,Feel_Well_Score,Feel_Well_Reason,Live_Well_Score,Live_Well_Reason,"Gut_Superfood_or_Fermented_food_=_1,_else_0",Allergens,Dietary_Restrictions,Similar_Choices,Mealtimes,Additional_food,Healthier_alternatives,
Persimmon,Persimmon is rich in antioxidants that help lower blood cholesterol and protect against neurodegenerative disorders. Persimmon is also a source of soluble fibre that promotes weight loss and improved blood glucose control,1,1,Persimmon is high in FODMAP.,Y,Persimmon tannins may alter the gut microbiome in a way that promotes weight loss.,"https://www.nature.com/articles/s41598-020-60991-7
https://pubmed.ncbi.nlm.nih.gov/29260181/",3,"Persimmons feature ellagic acid, an antioxidant which is known to have anti-diabetic activity by stimulating insulin secretion and decreasing glucose intolerance.","1 whole (189 g) / serv

CHO = 27.5 g = 1.8 ex",https://sci-hub.se/10.1007/978-3-319-41334-1_20,5,"Laboratory studies show that persimmon consumption leads to lower cholesterol levels, partly due to high levels of phenolic antioxidants.",http://www.dietandfitnesstoday.com/fruits-high-in-tryptophan.php,5,Sodium per serv = 14.67 mg,5,1,Tannins in persimmon may have neuroprotective effects.,1,"Persimmon polysaccharides might promote the growth of Lactobacillus bacteria, which in turn feed butyrate-producing species.",1,"Antioxidant and anti-inflammatory effects of persimmon may reduce inflammatory biomarkers in the liver, according to laboratory animal studies. By protecting liver health, persimmons help ensure healthy bile production.",1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Apple
Apricot
Plum
Peach
Fig","Breakfast
Snack",,,
Pineapple,"Bromelain, an enzyme found in pineapples, may support weight loss and confer cardioprotective effects. Pineapples are also a source of vitamin C, another cardioprotective nutrient, as well as a nutrient involved in producing dopamine.",1,5,Pineapple is low FODMAP.,Y,Pineapple juice appeared to promote fat burning and have anti-obesity effects in an animal study.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6170270/,5,Pineapple is found to improve insulin sensitivity in a trial of 10 diabetic people.,"1 slice (140 g) / serv

CHO = 11.48 g = 0.8 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3156450/,5,A preliminary study of laboratory animals found that pineapple juice consumption decreased the levels of circulating fats in the bloodstream but did not decrease cholesterol levels.,https://pubmed.ncbi.nlm.nih.gov/16319784/,5,Sodium per serv = 2.8 mg,5,1,"Pineapple is a great source of vitamin C which is involved in the production of serotonin, dopamine and GABA.",1,Pineapple was found to have prebiotic effects and enhance SCFA production in preliminary research.,1,"Pineapples exhibited hepatoprotective activity, as it is shown to decrease the ALT and AST levels in animal studies.",1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Papaya
Banana
Mangosteen
Blueberry
Red Grape","Breakfast
Snack",,,
Pistachio,"Pistachio's unsaturated fats and fibre lower blood cholesterol, reducing the risk of many heart diseases. They are also a source of quercetin, which feeds the gut bacteria and promote a diverse gut microbiome.",4,1,Pistachio is high FODMAP.,N,"Regular consumption of pistachios was associated with weight loss and reductions of waist circumference. However, it is also an energy-dense nut. It results in excessive energy intake if not eaten in moderation.",https://pubmed.ncbi.nlm.nih.gov/32698457/,5,"Pistachios have a low glycemic effect, which means they don't cause dangerous blood sugar spikes. Studies show that consuming pistachios help lower post-meal and fasting blood sugar levels.","1 portion (110 g) / serv

CHO = 2.64 g = 0.18 ex",https://pubmed.ncbi.nlm.nih.gov/31242690/,5,Pistachios significantly lower total cholesterol levels while raising HDL (good) cholesterol.,https://pubmed.ncbi.nlm.nih.gov/26561616/,5,Sodium per serv = 6.66 mg,5,1,"Pistachios contain high levels of vitamin B6, which is a necessary co-factor for serotonin production.",1,"Fibre, unsaturated fatty acids, and polyphenol antioxidants in pistachios have been shown to promote the growth of beneficial bacteria, thereby increasing butyrate levels.",1,"By protecting the liver and lowering cholesterol levels, pistachios help ensure that the liver is capable of producing sufficient quantities of healthy bile. One study found that pistachios were more effective than almonds at increasing levels of butyrate-producing bacteria in the gut.",1,Nuts,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Macadamia
Walnut
Cashew
Almond
Pecan","Breakfast
Snack",,,
Plum,"Plums are rich in cardioprotective anthocyanins, and soluble fibre. Soluble fibre aid in weight maintenance and improves blood glucose control. ",1,1,Plum is high FODMAP.,Y,Plums' high polyphenol content may prevent weight gain.,https://pubmed.ncbi.nlm.nih.gov/25801980/,5,"Fresh plums are considered to have a low glycemic index and can be consumed safely, in moderation.","2 whole (160 g) / serv

CHO = 9.98 g = 0.7 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3017317/,5,"In one study, consumption of plums significantly reduced LDL cholesterol levels.",https://pubmed.ncbi.nlm.nih.gov/21409897/,5,Sodium per serv = 3.08 mg,5,1,Plums are considered moderate sources of serotonin.,1,Anthocyanins in plums are metabolised by gut bacteria to produce SCFA.,1,Plums' anti-inflammatory and antioxidative properties grant it cardioprotective benefits.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Peach
Pomegranate
Apple
Packham Pear
Asian Pear
Fig","Breakfast
Snack",,,
Pomegranate,"Pomegranates offer heart-healthy antioxidants that reduce the risk of heart disease, and soluble fibre which supports weight loss and better blood glucose control.",1,1,Pomegrante is high in FODMAP.,Y,"The presence of anthocyanins, tannins and much antioxidants make pomegranate protective against obesity.",https://pubmed.ncbi.nlm.nih.gov/22342388/,5,"Pomegranate has been found to improve fasting insulin and blood glucose levels. Consuming whole fruit is preferrable for blood sugar management, as opposed to drinking pomegranate juice or eating dried pomegranate.","1/2 (120 g) / serv

CHO = 9.23 g = 0.6",https://pubmed.ncbi.nlm.nih.gov/22342388/,5,A clinical trial reported that pomegranate consumption resulted in increased levels of beneficial HDL cholesterol.,https://pubmed.ncbi.nlm.nih.gov/31646650/,5,Sodium per serv = 2.74 mg,5,1,Pomegranate juice is believed to be protective against Parkinson's disease.,1,Pomegranate contains anthocyanins that helps increase the population of Bifidobacteria and Lactobacilli which produces SCFA.,1,Pomegranate may reduce inflammation markers and alter TMAO levels.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Peach
Persimmon
Apple
Pear
Fig","Breakfast
Snack",,,
Pomelo,"Pomelo provides gut healthy fibre and potassium which prevent high blood pressure, a cardiovascular risk factor. The fruit's fibre and antioxidant vitamin C also work against high blood cholesterol.",1,1,Pomelo is high FODMAP.,Y,"Pomelo, similar to grapefruit, is associated with modest weight loss.",https://pubmed.ncbi.nlm.nih.gov/22304836/,5,"A study found that pomelo fruit consumption caused minimal blood sugar fluctuations in patients with type 2 diabetes. However, it is considered a high glycemic index food, with a GI between 72 and 78 and shoud be consumed in moderation.","1 piece (39 g) / serv

CHO = 2.45 g = 0.2 ex",https://pubmed.ncbi.nlm.nih.gov/29058284/,5,Pomelo has been found to have a cholesterol-lowering effect.,https://pubmed.ncbi.nlm.nih.gov/23561168/,5,Sodium per serv = 0.81 mg,5,1,"Pomelo, similar to grapefruit, may impact the gut lumen and hence should be avoided when taking antidepressants.",1,Pomelo fibre could promote healthy intestinal bacteria and increases butyrate production.,1,"Pomelo pulp prevents cholesterol absorption and binds bile acids, prompting the liver to produce new bile.",1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Lime
Grapefruit
Guava
Plum
Soursop","Breakfast
Snack",,,
Prawn,"Prawns are suitable proteins for weight loss and does not spike blood sugar levels. Prawns are also rich in blood pressure lowering potassium and magnesium, and bone-building phosphorus.",3,5,Prawn is low FODMAP.,Y,"Prawns are lean sources of protein, and hence better when trying to reduce fat and caloric intake.",https://fdc.nal.usda.gov/fdc-app.html#/food-details/452111/nutrients,5,"At equal energy intake, lean seafood reduces fasting and postprandial risk markers of insulin resistance, and improves insulin sensitivity in insulin-resistant adults.","1 plate (380 g) / serv

CHO = 0 g = 0 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6536831/,4,"In a study whereby rats are fed with boiled prawn, it was found that they had reduced blood cholesterol levels.",https://pubmed.ncbi.nlm.nih.gov/33424294/,2,Sodium per serv = 1504.8 mg,3,1,"Prawns are high in tryptophan, which the body uses to produce serotonin and GABA.",1,Astaxanthin an antioxidant found in shrimp which increases gut butyrate in mice studies.,-1,"Early research shows that prawns may reduce cholesterol and triglyceries in the liver, preventing fatty liver disease.",1,Shellfish,"Halal
Pescetarian","Salmon
Salmon Nigiri","Lunch
Dinner","Clam
Squid
Mussel
Lobster
Crab",,
Pumpkin Soup,"Beta-carotene in pumpkin is a precursor to vitamin A which is vital for eyesight. Beta-carotene is also an antioxidant, which may offer cardioprotective and neuroprotective benefits.",1,2,Pumpkin soup has possibly high FODMAP.,N,"Pumpkin offers fibre which helps to induce feelings of being full which helps with weight loss. However, since it is made with a lot of cream and butter, it is considered a high fat dish and should be consumed in moderation. It can also be made with less butter and cream to reduce its energy density for it to be suitable for weight loss.",https://www.healthxchange.sg/food-nutrition/food-tips/pumpkin-health-benefits-nutrition-facts,5,A preliminary study found that a polysaccharide in pumpkin may alleviate diabetes by improving insulin sensitivity.,"1 portion (493 g) / serv

CHO = 35.5 g = 2.4 ex

Consider a meal",https://pubmed.ncbi.nlm.nih.gov/29702167/,3,"Pumpkin decreases LDL (bad cholesterol) levels and increases HDL (good cholesterol) levels. However, saturated fat in heavy cream and milk promote hyperlipidemia. Depending on the recipe and the individual, this dish could contribute to hyperlipidemia.",https://healthiersteps.com/pumpkin-nutrition/,3,Sodium per serv = 1153.62 mg,3,1,"Pumpkin is a source of manganese and vitamin B6, both of which are involved in the synthesis of serotonin and GABA.",1,Pumpkin polysaccharides were found to support the growth of numerous healthy gut bacteria and subsequently enhance SCFA production.,1,"Pumpkin is full of carotenoid antioxidants, like beta-carotene, which protects the heart and liver from oxidative stress.",0,Lactose,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian","Yam
White Potato
Carrot
Chicken Herbal Tonic
Corn Chowder","Lunch
Dinner",,"Miso soup
Minestrone Soup",
Purple Sweet Potato,Purple sweet potatoes are rich in anthocyanins which support the growth of lactobacilli and bifidobacteria which in turn increases the production of useful short chain fatty acids to nourish the gut bacteria.,2,5,Purple sweet potato is low FODMAP.,Y,Obese mice fed with purple sweet potato experienced reduction in weight and body fat.,https://pubmed.ncbi.nlm.nih.gov/28135399/,1,"Purple sweet poato flavonoids may have hypoglycemic effects. However, similar to yams, they have a high glycemic index and glycemic load. Consumption is likely to cause a spike in blood sugar.","1 whole (151 g) / serv

CHO = 36.66 g = 2.4 ex

Consider as a snack","https://pubmed.ncbi.nlm.nih.gov/21845749/
https://care.diabetesjournals.org/content/diacare/suppl/2008/09/18/dc08-1239.DC1/TableA2_1.pdf",5,"Purple sweet potato exhibited lowering of LDL cholesterol and blood triglycerides, reducing chances of developing hyperlipidemia.",https://pubmed.ncbi.nlm.nih.gov/21845747/,5,Sodium per serv = 19.63 mg,5,1,Purple sweet potato contains anythocyanins which mitigate oxidative stress linked to neurodenegerative diseases and improve dopamine levels.,1,"Resistant starch in purple sweet potato feed the gut bacteria, supporting the growth of SCFA producing Bifidobacteria and Lactobacillus.",1,"Purple sweet potato anthocyanins are antioxidants, and protect the liver from oxidative damage.",1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Yam
Beetroot","Lunch
Dinner","Pumpkin
Taro
Yellow sweet potato",,
Rambutan,Fiber and antioxidants in rambutan help lower cholesterol and keep the arteries clear of cholesterol deposits. Rambutan is also high in blood pressure-lowering potassium and inflammation-lowering B vitamins.,1,5,Rambutan is low FODMAP.,Y,The phytochemicals of rambutan have demonstrated antidiabetic effects.,https://pubag.nal.usda.gov/catalog/6061985,5,"Studies on rambutan peel were shown to have antidiabetic effects, reducing blood glucose levels.","4 whole (140.8 g) / serv

CHO = 9.4 g = 0.6 ex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5579595/,5,Phenolics of rambutan peels have antioxidant and anti-infammatory effects which would prevent the oxidation of cholesterol.,"https://pubmed.ncbi.nlm.nih.gov/31009737/
https://pubmed.ncbi.nlm.nih.gov/26341793/",5,Sodium per serv = 3.4 mg,5,1,Gallic acid appears to have anti-depressive effects by increasing serotonin levels in mice.,1,Gallic acid can be found in rambutan which help increase the production of SCFA in the colon.,1,Rambutan peel contains phenols which showed liver protective effects in mice.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Banana
Honeydew
Papaya
Mangosteen
Passionfruit","Breakfast
Snack",,,
Raspberry,"Raspberries contain several antioxidants known for their heart-health benefits, one of these antioxidants anthocyanin also has neuroprotective benefits. Fibre in raspberries support gut health and lower cholesterol levels. ",1,5,"Raspberry is low FODMAP, up to 45g.",Y,Raspberry ketones prevented weight gain in mice.,https://pubmed.ncbi.nlm.nih.gov/31603036/,5,"Antioxidants, tannins, and other nutrients in raspberries are known to improve blood sugar control and reduce insulin levels and post-meal blood sugar spikes.","1 cup (123 g) / serv

CHO = 14.6 g = 0.9 ex",https://pubmed.ncbi.nlm.nih.gov/31591634/,5,Laboratory animal studies show a decline in cholesterol and triglyceride levels in mice whose diets are supplemented with raspberries.,https://pubmed.ncbi.nlm.nih.gov/31472226/,5,Sodium per serv = 1.23 mg,5,1,"Red raspberries, close to black raspberries, may promote GABA production.",1,"Anthocyanin antioxidants in raspberries improves composition and diversity of gut bacteria, which promotes increased production of butyrate.",1,Raspberries could be liver protective by preventing accumulation of fat in the liver,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Blueberry
Blackberry
Strawberry
Red Grape
Passionfruit","Breakfast
Snack",,,
